Kyocera;Подача и захват бумаги;302BR06521;Ролик отделения бумаги;;;4005;kyocera\302BR06521.jpg
Kyocera;Подача и захват бумаги;5AAVR0LL+047; Ролик подачи бумаги;;;1072;
Kyocera;Подача и захват бумаги;5AAVR0LL+048; Ролик захвата бумаги;;;1053;kyocera\5AAVR0LL+048.jpg
Kyocera;Подача и захват бумаги;5AAVR0LL+051;Ролик захвата бумаги из лотка ручной подачи;;;843;kyocera\5AAVR0LL+051.jpg
Kyocera;Подача и захват бумаги;5AAYA37E++35;Узел захвата в сборе;5AAYA37E++35 / 2BR68470 / AYA37E++35 / SB-6649 / 5AAYA37E++36 для FS-1800,1800+,1900,3800,1920, 3820N,3830N,C5015N,C5025N,C5016N,C5020N,C5030N;;6734;
CET;Подача и захват бумаги;CET4322;Ролик отделения бумаги в держателе, в сборе;;;456;kyocera\CET4322.jpg
CET;Подача и захват бумаги;CET4322PT;Резина ролика отделения бумаги;;;116;kyocera\CET4322PT.jpg
Kyocera;Узел переноса;DV-520C;Блок проявки;Голубой / Ресурс: до 200,000 стр.;;17367;kyocera\DV-520C.jpg
Kyocera;Узел переноса;DV-520K;Блок проявки;Чёрный / Ресурс: до 200,000 стр.;;15354;
Kyocera;Узел переноса;DV-520M;Блок проявки;Пурпурный / Ресурс: до 200,000 стр.;;17367;
Kyocera;Узел переноса;DV-520Y;Блок проявки;Жёлтый / Ресурс: до 200,000 стр.;;17367;
Kyocera;Электронные компоненты;302HJ00010;Панель управления, в сборе;;Снято с производства;14090;
Kyocera;Узел термозакрепления;FK-510;Печь, в сборе;220В;;34091;
