Samsung;Узел автоматической подачи оригиналов;JC97-03186A;Ролик захвата бумаги из автоподатчика документов, в сборе;в аппарате 2 шт.;;468;samsung\JC97-03186A.jpg
Samsung;Подача и захват бумаги;0604-001415;Датчик наличия бумаги;;;240;samsung\0604-001415.jpg
Samsung;Подача и захват бумаги;JC33-00026A;Соленоид узла захвата бумаги из лотка подачи;;;375;samsung\JC33-00026A.jpg
Samsung;Подача и захват бумаги;JC47-00019A;Электромагнитная муфта узла подачи;;;1317;
Samsung;Подача и захват бумаги;JC73-00309A;Резиновый элемент на ролик захвата бумаги из основного лотка;;;215;samsung\JC73-00309A.jpg
Samsung;Подача и захват бумаги;JC97-03028A;Ось узла захвата из основного лотка, в сборе;ролик захвата бумаги в комплекте;Снято с производства;860;samsung\JC97-03028A.jpg
Samsung;Подача и захват бумаги;JC97-03029A;Площадка отделения бумаги с пластиковой направляющей, в сборе;;Снято с производства;518;samsung\JC97-03029A.jpg
Samsung;Подача и захват бумаги;JC97-03036G;Кассета на 150 листов, в сборе;;;1713;
Samsung;Внутренние компоненты;6602-001637;Ремень привода сканера;;;522;samsung\6602-001637.jpg
Samsung;Внутренние компоненты;JC61-01548A;Подшипник вала холостого хода;;;521;samsung\JC61-01548A.jpg
Samsung;Внутренние компоненты;JC96-04750A;Главный редуктор, в сборе;мотор в комплекте;;5372;
Samsung;Внутренние компоненты;JC97-03024A;Узел выхода бумаги, в сборе;;;1209;samsung\JC97-03024A.jpg
Samsung;Внутренние компоненты;JG66-40003A;Шестерня ограничителей формата бумаги;;;268;
Smasung;Внутренние компоненты;JC66-00810A;Шестерня узла выхода бумаги;17 зубов;;;
Samsung;Электронные компоненты;0609-001305;Линейка сканирования;;;3196;
Samsung;Электронные компоненты;JC31-00091A;Мотор главного редуктора;;Снято с производства;4891;
Samsung;Электронные компоненты;JC44-00096B;Плата импульсного питания;220В;Снято с производства;;
Samsung;Электронные компоненты;JC44-00164A;Плата высоковольтного питания;;Снято с производства;4661;
Samsung;Электронные компоненты;JC92-02022A;Плата форматтера;для моделей без беспроводной печати;;8157;
Samsung;Электронные компоненты;JC96-04826A;Блок лазера;;;;samsung\JC96-04826A.jpg
Samsung;Электронные компоненты;JC96-05426D;Панель управления, в сборе;;;;
Samsung;Узел термозакрепления;4712-001027;Термостат;;Снято с производства;;
Samsung;Узел термозакрепления;4713-001210;Лампа нагрева тефлонового вала;230В / 850Вт / 8 x 299.5мм;;1396;
Samsung;Узел термозакрепления;JC66-01737A;Вал выхода бумаги из узла термозакрепления;;;274;
Samsung;Узел термозакрепления;JC66-01780A;Прижимной вал;большой;Снято с производства;1701;
Samsung;Узел термозакрепления;JC66-01804A;Прижимной вал;малый;Снято с производства;953;
Samsung;Узел термозакрепления;JC66-02722A;Тефлоновый вал;;Снято с производства;2606;samsung\JC66-02722A.jpg
Samsung;Узел термозакрепления;JC96-04780A;Печь, в сборе;220В;;;samsung\JC96-04780A.jpg
Samsung;Узел термозакрепления;1404-001141;Термистор;;;323;
Samsung;Узел термозакрепления;JC61-02423A;Пружина в узле термозакрепления;;;521;
Samsung;Детали корпуса;JC97-03191A;Петля модуля сканера;для моделей с автоподатчиком;;645;samsung\JC97-03191A.jpg
Samsung;Детали корпуса;JC63-00209A;Белая губка крышки планшетного сканера;;;853;
